id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price
887829,Santa Teresa,Entire home/apt,4,1.0,1.0,2.0,464.0
889320,Copacabana,Entire home/apt,4,1.5,2.0,6.0,1500.0
893729,Botafogo,Entire home/apt,4,2.0,1.0,2.0,850.0
894395,Botafogo,Entire home/apt,4,2.0,2.0,2.0,870.0
895102,Copacabana,Private room,1,1.5,1.0,1.0,650.0
895893,Copacabana,Entire home/apt,6,2.0,3.0,7.0,650.0
924693,Leblon,Private room,2,1.0,1.0,1.0,600.0
925802,Praça da Bandeira,Private room,2,1.5,1.0,2.0,164.0
926669,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1200.0
926850,Taquara,Private room,1,,1.0,1.0,1335.0
926987,Santa Teresa,Entire home/apt,2,1.0,1.0,2.0,771.0
928031,Copacabana,Private room,4,1.0,1.0,3.0,750.0
929775,Laranjeiras,Private room,2,2.0,2.0,2.0,180.0
930310,Santa Teresa,Private room,1,2.0,1.0,1.0,193.0
930736,Santa Teresa,Private room,1,2.0,3.0,2.0,150.0
931638,Leblon,Entire home/apt,10,2.5,3.0,8.0,596.0
896752,Copacabana,Entire home/apt,2,1.0,1.0,1.0,944.0
899314,Leblon,Entire home/apt,5,2.5,2.0,2.0,919.0
901284,Botafogo,Entire home/apt,4,2.0,2.0,2.0,690.0
901515,Ipanema,Private room,2,1.0,1.0,1.0,383.0
902440,Estácio,Private room,2,1.0,2.0,1.0,364.0
902567,Botafogo,Entire home/apt,5,2.0,3.0,3.0,534.0
904294,Copacabana,Entire home/apt,5,2.0,3.0,4.0,1300.0
935028,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1231.0
935090,Copacabana,Entire home/apt,3,1.0,1.0,2.0,950.0
935162,Penha Circular,Private room,12,1.0,1.0,6.0,121.0
937388,Copacabana,Entire home/apt,4,1.0,1.0,2.0,607.0
940883,Laranjeiras,Entire home/apt,3,1.0,0.0,1.0,400.0
942218,Recreio dos Bandeirantes,Entire home/apt,5,2.0,2.0,4.0,800.0
951908,Bonsucesso,Private room,2,1.0,1.0,1.0,196.0
953409,Flamengo,Entire home/apt,3,1.0,1.0,3.0,407.0
953560,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1758.0
953574,Ipanema,Entire home/apt,2,1.0,1.0,1.0,719.0
904873,Copacabana,Entire home/apt,2,1.0,1.0,1.0,405.0
905940,Copacabana,Entire home/apt,4,,1.0,,
907021,Copacabana,Entire home/apt,3,1.0,1.0,2.0,255.0
907136,Copacabana,Entire home/apt,4,1.0,1.0,3.0,1000.0
907718,Copacabana,Entire home/apt,6,2.0,2.0,6.0,1500.0
908175,Leme,Entire home/apt,3,1.0,2.0,2.0,472.0
909978,Santa Teresa,Entire home/apt,2,1.0,1.0,0.0,114.0
910085,Copacabana,Entire home/apt,4,1.0,2.0,2.0,671.0
910649,Leblon,Entire home/apt,4,1.0,1.0,6.0,810.0
910793,Santa Teresa,Entire home/apt,3,2.0,2.0,2.0,643.0
1170381,Copacabana,Entire home/apt,4,2.5,2.0,2.0,809.0
1173981,Leme,Private room,2,1.5,1.0,1.0,385.0
958021,Jacarepaguá,Entire home/apt,2,1.0,1.0,2.0,443.0
959561,Copacabana,Private room,2,,1.0,2.0,270.0
960342,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1000.0
960461,Santa Teresa,Entire home/apt,9,1.0,1.0,9.0,831.0
963765,Humaitá,Entire home/apt,5,3.5,3.0,3.0,800.0
968169,Barra da Tijuca,Private room,2,1.5,1.0,1.0,736.0
982970,Penha Circular,Private room,5,,,,
992755,Flamengo,Entire home/apt,4,,2.0,,
993755,Copacabana,Entire home/apt,5,2.0,2.0,2.0,2938.0
994419,Leblon,Entire home/apt,7,3.0,3.0,4.0,1700.0
1174197,Leme,Private room,3,1.5,1.0,2.0,345.0
1174302,Copacabana,Private room,3,1.5,1.0,1.0,375.0
1179338,Copacabana,Entire home/apt,3,1.0,2.0,2.0,816.0
1185423,Leme,Entire home/apt,4,2.0,2.0,2.0,703.0
996602,Copacabana,Entire home/apt,4,1.0,1.0,3.0,645.0
1004269,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1000.0
1007227,Barra da Tijuca,Private room,1,,1.0,,573.0
1008537,Copacabana,Entire home/apt,6,1.0,3.0,3.0,1032.0
1010761,Ipanema,Entire home/apt,6,2.0,3.0,4.0,2023.0
1012156,Copacabana,Private room,2,,1.0,,539.0
1013191,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,413.0
1014428,Ipanema,Private room,2,1.0,1.0,1.0,500.0
1016312,Botafogo,Private room,2,0.0,1.0,1.0,227.0
1017703,Copacabana,Entire home/apt,6,3.0,3.0,4.0,666.0
1190324,Leblon,Private room,3,1.5,1.0,1.0,304.0
1203715,Jacarepaguá,Entire home/apt,4,2.0,2.0,4.0,336.0
1204703,Jardim Botânico,Entire home/apt,2,1.0,0.0,1.0,506.0
1212340,Leblon,Entire home/apt,6,2.0,2.0,4.0,944.0
1018694,Ipanema,Entire home/apt,2,1.0,1.0,2.0,821.0
1018724,Ipanema,Entire home/apt,2,1.0,1.0,1.0,643.0
1023218,Ipanema,Entire home/apt,3,1.0,1.0,1.0,1348.0
1033727,Leblon,Entire home/apt,7,2.0,2.0,5.0,800.0
1038738,Copacabana,Private room,2,1.0,3.0,3.0,280.0
1044003,Botafogo,Entire home/apt,2,1.0,1.0,2.0,371.0
1058881,Jacarepaguá,Entire home/apt,3,1.0,1.0,1.0,270.0
1063491,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1129.0
1065405,Copacabana,Entire home/apt,3,1.0,1.0,2.0,614.0
1065597,Ipanema,Entire home/apt,3,1.0,1.0,2.0,1551.0
1213618,Laranjeiras,Entire home/apt,4,2.0,1.0,1.0,270.0
1213632,Maracanã,Private room,2,1.0,3.0,1.0,149.0
1215717,Leblon,Entire home/apt,6,2.5,3.0,3.0,2286.0
1067198,Copacabana,Entire home/apt,4,1.0,1.0,1.0,850.0
1072499,Copacabana,Entire home/apt,6,2.0,2.0,3.0,23421.0
1074443,Copacabana,Entire home/apt,6,2.0,2.0,3.0,23421.0
1074595,Copacabana,Entire home/apt,6,,2.0,,
1076794,Recreio dos Bandeirantes,Private room,2,1.5,1.0,1.0,650.0
1076977,Copacabana,Entire home/apt,8,2.0,3.0,3.0,23421.0
1078107,Copacabana,Entire home/apt,8,2.0,3.0,3.0,23421.0
1078557,Copacabana,Entire home/apt,8,3.0,3.0,3.0,23421.0
1080287,Copacabana,Entire home/apt,10,4.0,4.0,4.0,23421.0
1083575,Copacabana,Private room,2,1.0,1.0,1.0,87.0
1085538,Ipanema,Entire home/apt,4,1.0,1.0,1.0,1079.0
1086624,Copacabana,Entire home/apt,2,1.5,1.0,1.0,914.0
1220837,Copacabana,Entire home/apt,4,1.0,1.0,4.0,764.0
1222292,Copacabana,Entire home/apt,8,2.0,3.0,6.0,1629.0
1223867,Copacabana,Entire home/apt,4,1.0,1.0,1.0,444.0
1224109,Barra da Tijuca,Entire home/apt,6,2.0,3.0,4.0,1800.0
1226009,Leme,Private room,4,1.0,1.0,4.0,1398.0
1229042,Laranjeiras,Private room,3,1.0,1.0,1.0,276.0
1088909,Gamboa,Entire home/apt,8,3.5,4.0,4.0,964.0
1092380,Copacabana,Entire home/apt,3,1.0,1.0,2.0,721.0
1096875,Copacabana,Entire home/apt,2,1.0,1.0,1.0,303.0
1097585,Gávea,Entire home/apt,2,2.0,1.0,1.0,1179.0
1100610,Copacabana,Entire home/apt,10,7.0,5.0,7.0,14929.0
1107020,Barra da Tijuca,Entire home/apt,2,1.0,1.0,1.0,629.0
1107521,Centro,Entire home/apt,3,1.0,0.0,2.0,650.0
1110592,Copacabana,Entire home/apt,3,1.0,1.0,2.0,457.0
1111056,Barra da Tijuca,Entire home/apt,4,2.0,2.0,2.0,1000.0
1246502,Leblon,Entire home/apt,4,1.5,2.0,3.0,1198.0
1249089,Copacabana,Private room,2,1.0,1.0,1.0,1112.0
1255140,Praça Seca,Private room,2,1.0,1.0,1.0,89.0
1262704,Santa Teresa,Private room,2,1.5,1.0,1.0,281.0
1262967,Santa Teresa,Entire home/apt,8,1.0,1.0,8.0,1214.0
1271265,Copacabana,Entire home/apt,2,1.0,0.0,1.0,373.0
1118497,Copacabana,Entire home/apt,3,1.0,1.0,2.0,818.0
1120765,Santa Teresa,Entire home/apt,3,1.0,1.0,2.0,520.0
1123976,Leblon,Entire home/apt,4,1.0,1.0,2.0,1100.0
1130596,Ipanema,Entire home/apt,2,1.0,1.0,2.0,1659.0
1131446,Botafogo,Entire home/apt,2,1.0,1.0,1.0,120.0
1146882,Ipanema,Entire home/apt,5,2.5,2.0,4.0,2947.0
1146944,Laranjeiras,Entire home/apt,4,1.0,0.0,4.0,560.0
1147839,Copacabana,Entire home/apt,5,3.0,2.0,2.0,4045.0
1149627,Ipanema,Entire home/apt,3,2.0,1.0,2.0,1397.0
1274323,Copacabana,Entire home/apt,6,3.0,3.0,3.0,1348.0
1274695,Ipanema,Entire home/apt,4,2.0,3.0,3.0,1086.0
1280058,Copacabana,Entire home/apt,5,2.0,2.0,2.0,1330.0
1284892,Copacabana,Entire home/apt,10,3.0,3.0,5.0,1621.0
1150993,Barra de Guaratiba,Entire home/apt,6,2.0,3.0,4.0,944.0
1151855,Lagoa,Entire home/apt,4,1.0,2.0,3.0,800.0
1152880,Botafogo,Entire home/apt,4,2.5,3.0,4.0,160.0
1156770,Ipanema,Entire home/apt,6,,3.0,1.0,1348.0
1158520,Copacabana,Entire home/apt,3,1.0,1.0,2.0,537.0
1162572,Glória,Entire home/apt,10,2.0,4.0,5.0,4000.0
1163118,Leblon,Entire home/apt,4,1.5,2.0,2.0,1348.0
1163119,Leblon,Entire home/apt,4,1.0,1.0,1.0,861.0
1632682,Ipanema,Entire home/apt,4,1.0,2.0,3.0,943.0
1637425,Laranjeiras,Entire home/apt,5,2.0,4.0,4.0,728.0
1640454,Copacabana,Entire home/apt,2,1.0,1.0,0.0,643.0
1288017,Flamengo,Entire home/apt,5,2.0,2.0,5.0,754.0
1288700,Ipanema,Entire home/apt,4,1.0,1.0,2.0,950.0
1640669,Copacabana,Entire home/apt,5,1.0,2.0,3.0,1136.0
1648622,Copacabana,Entire home/apt,6,2.0,3.0,3.0,5265.0
1651774,Centro,Entire home/apt,4,1.0,1.0,2.0,516.0
1657350,Jacarepaguá,Entire home/apt,4,1.0,1.0,1.0,1100.0
1661373,Jacarepaguá,Entire home/apt,10,2.0,3.0,5.0,1543.0
1668937,Ipanema,Private room,2,1.0,1.0,1.0,1329.0
1670742,Copacabana,Entire home/apt,6,1.0,2.0,3.0,1480.0
1292491,Leblon,Entire home/apt,2,1.0,1.0,1.0,600.0
1300420,Leme,Entire home/apt,3,2.0,1.0,1.0,900.0
1303400,Santa Teresa,Entire home/apt,4,1.0,2.0,2.0,661.0
1303580,Leblon,Entire home/apt,3,1.0,1.0,1.0,1106.0
1304552,Ipanema,Entire home/apt,2,1.0,1.0,1.0,1041.0
1676116,Copacabana,Entire home/apt,6,2.0,2.0,4.0,527.0
1676910,Copacabana,Entire home/apt,4,1.0,1.0,2.0,786.0
1681354,Joá,Entire home/apt,8,0.5,4.0,5.0,6500.0
1687443,Estácio,Private room,4,3.0,1.0,1.0,210.0
1687505,Ipanema,Entire home/apt,2,1.0,1.0,1.0,946.0
1688152,Copacabana,Entire home/apt,5,1.0,1.0,1.0,800.0
1693576,Copacabana,Private room,2,1.0,1.0,1.0,150.0
1697290,Ipanema,Entire home/apt,8,2.5,2.0,5.0,1269.0
1698253,Copacabana,Entire home/apt,3,1.0,1.0,2.0,1414.0
1701579,Barra da Tijuca,Entire home/apt,4,2.0,1.0,1.0,860.0
1310141,Flamengo,Entire home/apt,3,1.0,1.0,2.0,199.0
1320302,Vidigal,Entire home/apt,4,1.0,1.0,1.0,1500.0
1327482,São Conrado,Entire home/apt,2,1.0,1.0,0.0,172.0
1705153,Botafogo,Entire home/apt,4,1.0,1.0,1.0,786.0
1708211,Lagoa,Entire home/apt,2,1.5,1.0,1.0,917.0
1712186,Ipanema,Entire home/apt,4,1.0,2.0,1.0,1243.0
1712872,Copacabana,Entire home/apt,10,3.0,5.0,6.0,950.0
1713671,Ipanema,Entire home/apt,4,1.0,0.0,3.0,1101.0
1716648,Glória,Entire home/apt,2,1.0,1.0,1.0,550.0
1717081,Maracanã,Entire home/apt,6,1.0,2.0,2.0,2023.0
1721278,Leblon,Entire home/apt,4,2.0,2.0,2.0,2100.0
1331587,Ipanema,Entire home/apt,3,2.0,2.0,3.0,2928.0
1332826,Barra da Tijuca,Entire home/apt,4,1.0,2.0,2.0,673.0
1334401,Flamengo,Entire home/apt,6,2.5,2.0,2.0,900.0
1348194,Santa Teresa,Entire home/apt,5,2.0,2.0,4.0,503.0
1356815,Copacabana,Entire home/apt,2,1.0,1.0,1.0,635.0
1360777,Copacabana,Entire home/apt,4,1.0,1.0,4.0,380.0
1363135,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1347.0
1372831,Copacabana,Entire home/apt,2,1.0,1.0,1.0,450.0
1377328,São Conrado,Entire home/apt,5,,1.0,,
1722384,Ipanema,Entire home/apt,4,1.5,2.0,2.0,1462.0
1723791,Humaitá,Private room,2,0.5,1.0,2.0,607.0
1724741,Copacabana,Entire home/apt,2,,1.0,,
1727439,Bangu,Entire home/apt,8,4.0,4.0,7.0,2218.0
1728790,Leblon,Entire home/apt,5,1.0,1.0,2.0,619.0
1730811,Flamengo,Entire home/apt,7,2.0,3.0,5.0,1591.0
1731827,Ipanema,Entire home/apt,3,1.0,1.0,1.0,650.0
1732191,Copacabana,Entire home/apt,5,2.0,2.0,5.0,1457.0
1732266,Copacabana,Entire home/apt,3,1.0,0.0,2.0,90.0
1737406,Leme,Entire home/apt,4,2.0,1.0,2.0,964.0
1377640,Jacarepaguá,Entire home/apt,5,2.5,3.0,4.0,1011.0
1382047,São Conrado,Entire home/apt,10,1.0,1.0,9.0,4759.0
1382644,Barra da Tijuca,Entire home/apt,2,0.0,1.0,1.0,1255.0
1398192,Botafogo,Private room,2,1.0,1.0,1.0,500.0
1403626,Copacabana,Entire home/apt,4,1.0,1.0,1.0,680.0
1408720,Leme,Entire home/apt,9,2.0,3.0,3.0,840.0
1410460,Laranjeiras,Entire home/apt,6,2.0,3.0,4.0,1400.0
1412255,Gávea,Entire home/apt,3,,2.0,,
1416163,São Conrado,Entire home/apt,6,,1.0,,
1416841,Ipanema,Entire home/apt,3,1.0,2.0,2.0,1240.0
1424997,Ipanema,Entire home/apt,7,2.0,2.0,4.0,1337.0
1758915,Leblon,Entire home/apt,4,1.0,1.0,2.0,1471.0
1762500,Copacabana,Entire home/apt,4,1.0,1.0,2.0,800.0
1763779,Ipanema,Entire home/apt,2,1.0,0.0,1.0,539.0
1763815,Ipanema,Entire home/apt,2,1.0,0.0,1.0,1541.0
1763878,Ipanema,Entire home/apt,4,1.5,2.0,2.0,2119.0
1766232,Catete,Entire home/apt,2,2.0,2.0,2.0,550.0
1768456,Copacabana,Entire home/apt,4,1.0,1.0,2.0,816.0
1771618,Copacabana,Entire home/apt,4,2.0,2.0,2.0,5394.0
1771905,Barra da Tijuca,Entire home/apt,5,2.0,2.0,3.0,1793.0
1772732,Ipanema,Entire home/apt,2,1.0,0.0,1.0,2947.0
1772800,Copacabana,Entire home/apt,2,1.0,1.0,1.0,982.0
1426055,Leblon,Entire home/apt,4,2.0,2.0,3.0,1129.0
1428202,Bangu,Entire home/apt,6,3.0,4.0,4.0,700.0
1430946,Ipanema,Entire home/apt,2,1.0,1.0,1.0,859.0
1772950,Copacabana,Entire home/apt,10,3.0,3.0,4.0,4799.0
1773593,Copacabana,Entire home/apt,10,0.5,4.0,3.0,4841.0
1774152,Copacabana,Entire home/apt,2,1.0,1.0,1.0,590.0
1780366,Copacabana,Entire home/apt,2,1.0,1.0,1.0,500.0
1781500,Copacabana,Entire home/apt,2,1.0,0.0,2.0,405.0
1784769,São Conrado,Entire home/apt,4,2.5,2.0,2.0,1500.0
1785483,Ipanema,Entire home/apt,6,3.0,3.0,3.0,14040.0
1786262,Copacabana,Entire home/apt,2,1.0,1.0,1.0,900.0
1789571,Tijuca,Private room,4,2.0,1.0,4.0,379.0
1437658,Copacabana,Entire home/apt,8,3.0,2.0,2.0,242.0
1438385,Ipanema,Entire home/apt,4,2.0,2.0,4.0,1890.0
1458993,Centro,Entire home/apt,2,1.0,1.0,1.0,310.0
1459850,Ipanema,Entire home/apt,6,3.0,3.0,3.0,2023.0
1461998,Santa Teresa,Entire home/apt,3,1.0,1.0,1.0,230.0
1790577,Santa Teresa,Entire home/apt,2,1.0,1.0,1.0,492.0
1791848,Ipanema,Entire home/apt,3,1.0,1.0,1.0,1136.0
1792409,Joá,Entire home/apt,8,2.0,4.0,5.0,1599.0
1795900,Barra da Tijuca,Entire home/apt,3,1.0,1.0,2.0,864.0
1804025,Copacabana,Entire home/apt,6,3.0,4.0,5.0,3000.0
1805973,Botafogo,Entire home/apt,7,3.0,3.0,5.0,1400.0
1810564,Barra da Tijuca,Entire home/apt,8,3.5,3.0,4.0,1200.0
1810603,Ipanema,Entire home/apt,4,1.0,2.0,3.0,921.0
1462127,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1542.0
1466924,Vargem Pequena,Private room,6,3.5,1.0,3.0,591.0
1471275,Ipanema,Entire home/apt,6,2.0,3.0,4.0,1200.0
1474977,Leblon,Entire home/apt,6,,1.0,,
1479860,Copacabana,Entire home/apt,4,1.0,1.0,3.0,339.0
1482972,Copacabana,Entire home/apt,3,1.0,1.0,1.0,746.0
1483150,Copacabana,Entire home/apt,4,2.0,2.0,2.0,1000.0
1483182,Leblon,Private room,2,1.0,1.0,0.0,207.0
1811325,Copacabana,Entire home/apt,4,1.0,1.0,2.0,3653.0
1811801,Ipanema,Entire home/apt,2,1.0,0.0,1.0,438.0
1817143,Copacabana,Entire home/apt,7,3.0,3.0,5.0,1403.0
1820163,Ipanema,Entire home/apt,6,2.0,2.0,5.0,2257.0
1825112,Ipanema,Entire home/apt,6,3.0,2.0,3.0,1011.0
1827758,Santa Teresa,Entire home/apt,6,1.0,1.0,3.0,1357.0
1830394,Botafogo,Private room,1,1.0,1.0,1.0,350.0
1844920,Botafogo,Entire home/apt,12,3.0,4.0,16.0,2000.0
1847188,Centro,Entire home/apt,2,1.0,1.0,1.0,335.0
1856688,Ipanema,Entire home/apt,2,1.0,1.0,1.0,573.0
1486158,Gávea,Private room,1,1.0,1.0,1.0,438.0
1487694,Barra da Tijuca,Private room,3,3.0,1.0,2.0,590.0
1497622,Botafogo,Entire home/apt,4,2.0,1.0,3.0,500.0
1503835,Copacabana,Entire home/apt,4,1.0,1.0,1.0,1200.0
1514052,Santa Teresa,Private room,2,3.0,2.0,2.0,219.0
1515688,Rio Comprido,Entire home/apt,4,1.0,1.0,1.0,134.0
1521300,Copacabana,Entire home/apt,2,1.0,1.0,1.0,663.0
1524344,Barra da Tijuca,Entire home/apt,4,1.0,2.0,2.0,431.0
1525655,Catete,Entire home/apt,4,1.5,2.0,2.0,1000.0
1858936,Santa Teresa,Private room,3,1.0,1.0,5.0,406.0
1859188,Centro,Entire home/apt,5,2.0,3.0,4.0,1200.0
1859583,Santa Teresa,Private room,6,,,,
1867414,Copacabana,Entire home/apt,3,1.0,1.0,2.0,191.0
1877686,Copacabana,Entire home/apt,4,2.0,3.0,3.0,1086.0
1879333,Ipanema,Entire home/apt,2,1.0,0.0,1.0,1426.0
1880407,Ipanema,Entire home/apt,6,2.0,2.0,2.0,700.0
1885051,Curicica,Private room,3,2.0,1.0,1.0,506.0
1885515,Copacabana,Entire home/apt,2,1.0,0.0,1.0,600.0
1886905,Ipanema,Entire home/apt,4,1.0,2.0,3.0,550.0
1888527,Copacabana,Entire home/apt,3,1.5,1.0,3.0,650.0
1526604,Ipanema,Entire home/apt,6,2.0,2.0,2.0,1650.0
1530076,Maracanã,Entire home/apt,6,1.0,1.0,3.0,899.0
1530241,Copacabana,Entire home/apt,4,1.0,0.0,2.0,1021.0
1535581,Copacabana,Entire home/apt,4,,1.0,,
1556381,Santa Teresa,Private room,1,1.0,1.0,2.0,250.0
1557223,Copacabana,Private room,1,1.0,1.0,1.0,189.0
1560444,Copacabana,Entire home/apt,10,2.0,3.0,7.0,1820.0
1561142,Recreio dos Bandeirantes,Entire home/apt,16,6.5,4.0,6.0,2850.0
1562955,Copacabana,Entire home/apt,6,1.0,1.0,3.0,1190.0
1570745,Maracanã,Entire home/apt,6,1.0,3.0,5.0,895.0
1891080,Santa Teresa,Private room,2,1.5,1.0,1.0,236.0
1892398,Copacabana,Entire home/apt,7,2.0,2.0,4.0,1086.0
1892918,Copacabana,Entire home/apt,3,1.0,1.0,2.0,614.0
1893510,Copacabana,Entire home/apt,2,1.0,1.0,1.0,4319.0
1895099,Leblon,Entire home/apt,2,1.0,1.0,1.0,929.0
1897217,Leblon,Private room,6,3.0,3.0,5.0,5186.0
1906779,Copacabana,Entire home/apt,14,3.0,4.0,8.0,4027.0
1912692,Glória,Entire home/apt,4,1.5,2.0,2.0,498.0
1912695,Copacabana,Entire home/apt,6,2.0,3.0,3.0,24243.0
1576178,Santa Teresa,Entire home/apt,4,1.5,2.0,2.0,428.0
1577986,Copacabana,Entire home/apt,5,2.5,3.0,5.0,1500.0
1578335,Copacabana,Entire home/apt,2,1.0,1.0,2.0,509.0
1578414,Ipanema,Entire home/apt,2,,1.0,,
1583179,Leblon,Entire home/apt,2,1.0,1.0,1.0,1280.0
1588234,Botafogo,Entire home/apt,2,,1.0,,
1588815,Botafogo,Entire home/apt,5,,2.0,,
1589483,Leblon,Entire home/apt,4,1.5,1.0,5.0,1114.0
1597516,Copacabana,Entire home/apt,4,1.0,1.0,2.0,111.0
1913274,Copacabana,Entire home/apt,5,2.0,2.0,3.0,823.0
1920922,Copacabana,Entire home/apt,7,1.0,2.0,15.0,2186.0
1922676,Laranjeiras,Entire home/apt,4,2.0,2.0,2.0,250.0
1924765,Copacabana,Entire home/apt,2,1.0,1.0,1.0,734.0
1927776,Copacabana,Entire home/apt,6,2.0,2.0,4.0,643.0
1934374,Laranjeiras,Private room,2,1.0,1.0,1.0,100.0
1936650,Ipanema,Entire home/apt,6,1.5,3.0,3.0,2673.0
1939328,Urca,Entire home/apt,6,1.0,2.0,2.0,230.0
1940174,Copacabana,Entire home/apt,6,,2.0,,
1597581,Santa Teresa,Entire home/apt,6,1.0,2.0,4.0,620.0
1602296,Ipanema,Entire home/apt,4,1.0,1.0,4.0,2447.0
1605722,Ipanema,Entire home/apt,4,1.5,1.0,2.0,1043.0
1609505,Jardim Botânico,Entire home/apt,4,2.0,2.0,2.0,1300.0
2101665,Barra da Tijuca,Private room,3,3.0,1.0,2.0,250.0
2103541,Urca,Private room,2,1.0,1.0,1.0,457.0
1940226,Copacabana,Private room,2,1.0,1.0,1.0,563.0
1941263,Ipanema,Entire home/apt,6,2.0,2.0,3.0,900.0
1943837,Copacabana,Private room,2,1.0,0.0,1.0,154.0
1944921,Copacabana,Entire home/apt,2,,,,
1946471,Recreio dos Bandeirantes,Private room,2,3.5,6.0,4.0,600.0
1947928,Leme,Entire home/apt,3,1.0,2.0,2.0,635.0
1948134,Leblon,Entire home/apt,6,,3.0,,
1948949,Santa Teresa,Private room,3,1.0,1.0,5.0,434.0
1952142,Recreio dos Bandeirantes,Entire home/apt,5,2.5,2.0,3.0,723.0
1953198,Copacabana,Entire home/apt,2,1.0,1.0,4.0,1273.0
2104703,Ipanema,Entire home/apt,6,2.0,2.0,3.0,1946.0
2105881,Botafogo,Entire home/apt,3,1.0,1.0,2.0,368.0
2110690,Copacabana,Entire home/apt,4,1.5,2.0,3.0,921.0
2111666,Botafogo,Private room,1,2.0,4.0,2.0,97.0
2113223,Laranjeiras,Entire home/apt,4,1.5,2.0,3.0,950.0
2114951,Leblon,Entire home/apt,2,1.0,0.0,1.0,1209.0
1958020,Copacabana,Private room,2,1.0,1.0,2.0,674.0
1961615,Copacabana,Entire home/apt,2,1.0,0.0,1.0,1133.0
1961732,Ipanema,Entire home/apt,2,1.0,0.0,1.0,6068.0
1964140,Barra da Tijuca,Entire home/apt,4,1.0,1.0,1.0,586.0
1966222,Copacabana,Entire home/apt,3,1.0,1.0,2.0,600.0
1966526,Flamengo,Private room,3,2.0,1.0,2.0,185.0
1966732,Copacabana,Entire home/apt,3,1.0,1.0,1.0,878.0
1968935,Copacabana,Entire home/apt,4,1.0,1.0,2.0,1474.0
1970013,Ipanema,Entire home/apt,4,1.0,2.0,4.0,550.0
2115137,Barra da Tijuca,Entire home/apt,16,5.5,4.0,17.0,6500.0
2116653,Ipanema,Entire home/apt,4,1.0,1.0,1.0,1183.0
2119162,Copacabana,Entire home/apt,3,1.0,1.0,1.0,709.0
2121305,Maracanã,Entire home/apt,5,2.0,3.0,5.0,900.0
2122478,Urca,Private room,1,1.0,1.0,1.0,420.0
1972089,Ipanema,Entire home/apt,5,,1.0,,
1973108,Copacabana,Entire home/apt,4,1.0,1.0,3.0,613.0
1974039,Copacabana,Entire home/apt,4,1.5,1.0,4.0,769.0
1976186,Lagoa,Entire home/apt,4,2.0,2.0,3.0,1257.0
1977864,Botafogo,Private room,2,1.5,1.0,1.0,1054.0
1979721,Barra da Tijuca,Entire home/apt,6,2.0,3.0,5.0,2000.0
1980432,Copacabana,Entire home/apt,3,2.0,1.0,1.0,2360.0
1980588,Copacabana,Entire home/apt,2,1.0,1.0,5.0,878.0
1983606,Copacabana,Entire home/apt,2,1.0,0.0,2.0,193.0
2126384,Jardim Botânico,Entire home/apt,8,3.5,4.0,7.0,1500.0
2127121,Copacabana,Entire home/apt,7,2.0,2.0,4.0,674.0
2128009,Botafogo,Entire home/apt,2,1.0,1.0,1.0,339.0
2128205,Piedade,Private room,8,3.0,1.0,5.0,674.0
2129356,Copacabana,Entire home/apt,4,2.0,2.0,4.0,1103.0
2130431,Leblon,Entire home/apt,5,2.0,2.0,2.0,2208.0
2132605,Copacabana,Entire home/apt,2,1.0,1.0,1.0,1329.0
2134770,Barra da Tijuca,Entire home/apt,6,3.0,4.0,4.0,2000.0
2136960,Barra da Tijuca,Private room,2,3.0,1.0,1.0,343.0
1987701,Copacabana,Entire home/apt,4,3.0,2.0,2.0,1000.0
1988030,Copacabana,Entire home/apt,3,1.0,1.0,0.0,616.0
1989432,Ipanema,Entire home/apt,4,1.5,2.0,2.0,2023.0
1989456,Copacabana,Entire home/apt,2,1.0,1.0,1.0,600.0
1993556,Copacabana,Entire home/apt,6,4.0,3.0,5.0,3600.0
1996358,Copacabana,Entire home/apt,3,1.0,1.0,3.0,1335.0
1997572,Copacabana,Entire home/apt,5,2.0,3.0,3.0,23598.0
1999101,Glória,Entire home/apt,4,1.0,1.0,1.0,900.0
1999749,Copacabana,Entire home/apt,2,1.0,1.0,1.0,641.0
2138728,Leme,Private room,2,1.0,1.0,1.0,488.0
2139220,Barra da Tijuca,Entire home/apt,5,3.0,2.0,3.0,650.0
2139356,Lagoa,Entire home/apt,3,1.5,1.0,2.0,883.0
2141524,Recreio dos Bandeirantes,Entire home/apt,5,3.0,3.0,4.0,3371.0
2000461,Copacabana,Private room,1,2.0,1.0,2.0,340.0
2003574,Barra da Tijuca,Entire home/apt,4,1.0,1.0,2.0,736.0
2006977,Copacabana,Entire home/apt,4,1.0,1.0,2.0,575.0
2007321,Ipanema,Entire home/apt,2,1.0,0.0,1.0,600.0
2007641,Santa Teresa,Entire home/apt,2,1.0,1.0,2.0,216.0
2008560,Copacabana,Entire home/apt,3,1.0,1.0,4.0,790.0
2011161,Botafogo,Entire home/apt,5,1.0,0.0,2.0,684.0
