id,number_of_reviews,review_scores_rating
3949068,0,4.812309491059147
3971325,274,4.73
3489870,22,4.86
3494677,14,4.93
3495147,29,4.93
4233611,6,5.0
4239653,3,5.0
4241544,58,4.76
4242017,17,4.82
4244093,245,4.86
3971722,38,4.66
3979582,34,4.76
3980174,74,4.96
3998634,48,5.0
3998759,90,4.98
4000148,37,4.62
4003021,15,4.8
4024384,155,4.84
4025406,86,4.65
4244543,10,5.0
4250556,74,4.49
4251962,0,4.812309491059147
4256235,0,4.812309491059147
4256605,7,5.0
4258275,4,4.75
4284466,34,4.65
4285718,146,4.66
4285878,1,5.0
4033523,47,4.79
4033529,3,2.67
4037990,0,4.812309491059147
4047837,6,4.17
4066272,2,4.5
4067282,296,4.7
4287529,1,5.0
4295030,187,4.82
4296478,0,4.812309491059147
4314382,158,4.8
4317625,65,4.91
4337940,142,4.77
4351055,107,4.55
4072854,10,4.5
4074453,200,4.69
4085060,2,5.0
4088691,68,4.94
4097874,87,4.53
4110285,4,5.0
4111508,212,4.73
4112153,8,4.88
4117444,24,4.79
4354095,193,4.93
4355100,198,4.83
4368628,51,4.86
4374271,100,4.89
4374290,114,4.89
4382755,155,4.85
4385629,25,4.92
4387531,146,4.84
4391074,0,4.812309491059147
4120750,207,4.77
4120936,7,5.0
4124661,12,4.75
4391638,2,4.0
4398942,173,4.83
4399811,128,4.78
4400849,23,4.83
4407814,28,4.96
4423817,11,4.55
4438345,6,3.83
4150523,52,4.73
4151435,14,4.86
4164116,12,4.92
4164451,40,4.93
4453908,31,4.61
4454068,26,4.81
4455820,536,4.86
4464385,68,4.72
4467127,0,4.812309491059147
4469615,14,4.71
4474977,27,4.85
4178518,117,4.72
4188429,2,4.5
4194841,49,4.98
4198245,26,4.92
4203040,35,4.63
4225541,54,4.5
4734249,10,4.7
4488424,7,5.0
4497142,59,4.46
4511149,10,4.7
4512863,160,4.62
4514484,28,4.54
4518746,8,5.0
4519600,0,4.812309491059147
4526486,151,4.79
4529906,11,5.0
4741017,16,4.63
4745467,2,4.5
4748029,0,4.812309491059147
4750172,0,4.812309491059147
4530328,1,4.0
4548364,97,4.92
4554014,24,4.83
4557003,192,4.83
4566947,7,4.57
4751916,101,4.96
4759762,11,4.64
4572031,69,4.58
4578018,0,4.812309491059147
4580561,122,4.86
4582104,76,4.71
4587146,49,4.76
4587908,20,4.95
4589495,41,4.76
4594714,3,5.0
4596068,0,4.812309491059147
4767901,134,4.82
4780976,10,5.0
4781150,93,4.85
4786294,192,4.84
4793767,22,5.0
4614791,175,4.94
4618680,179,4.85
4622979,182,4.73
4629096,10,5.0
4638335,104,4.88
4641975,3,5.0
4643273,168,4.89
4648539,68,4.82
4795122,2,5.0
4799127,23,4.96
4801715,32,4.78
4805479,4,4.75
4649761,103,4.79
4658455,39,4.92
4658490,29,4.38
4667913,0,4.812309491059147
4677032,13,4.85
4687900,45,4.8
4705379,276,4.92
4705601,17,5.0
4807421,83,4.84
4808424,341,4.87
4814873,4,5.0
4816505,6,4.33
4820924,4,5.0
4824307,70,4.81
4828092,226,4.96
4828858,4,4.5
4712987,178,4.9
4725565,41,4.85
4729973,11,4.73
4730113,11,4.73
4732854,136,4.74
4733570,4,5.0
4733619,1,5.0
5099810,2,5.0
4830589,28,4.86
4842535,14,5.0
4845088,10,5.0
4847372,18,4.72
4858341,2,5.0
4858441,7,4.86
4862139,64,4.78
5102731,4,5.0
5111976,39,4.69
5112148,323,4.8
5114473,2,5.0
5115403,69,5.0
5115495,129,4.58
5123164,0,4.812309491059147
5124202,10,4.4
5125338,276,4.97
4864785,77,4.4
4865529,11,4.36
4865799,110,4.62
4867846,183,4.52
4871443,36,4.81
4872894,135,4.81
4874027,21,4.86
4874991,34,5.0
4875052,150,4.83
4877969,0,4.812309491059147
4880289,6,4.67
4884858,117,4.85
4891376,151,4.93
5126393,31,4.97
5127034,29,4.62
5127501,32,4.53
5131398,0,4.812309491059147
5132005,4,5.0
5135263,1,5.0
5141893,4,5.0
5143640,2,5.0
5144873,297,4.77
4894055,3,5.0
4895346,91,4.74
4896734,32,4.84
4899215,110,4.88
4902451,41,4.76
4905170,63,4.84
4911751,11,5.0
4912605,83,4.69
4913861,22,4.95
5145613,1,5.0
5148112,18,4.83
5148507,41,4.85
5151291,65,4.94
5153487,22,5.0
5164315,0,4.812309491059147
5174592,0,4.812309491059147
4915245,269,4.96
4920232,19,5.0
4920523,2,5.0
4925912,6,4.83
4936358,266,4.95
4947124,255,4.87
4948441,75,4.65
4957965,1,5.0
4958207,0,4.812309491059147
5176056,9,4.78
5177465,191,4.93
5177968,30,4.9
5179076,14,5.0
5183543,0,4.812309491059147
5183816,1,5.0
5188905,0,4.812309491059147
5194668,4,5.0
4965325,3,4.67
4973994,6,5.0
4976652,225,4.93
4977016,22,4.73
4981856,24,4.88
4983218,30,4.87
5194731,3,5.0
5199704,5,5.0
5202130,118,4.86
5203954,23,4.65
5205127,0,4.812309491059147
5209821,4,5.0
5211203,7,5.0
5212620,2,5.0
4987053,1,5.0
4991490,214,4.82
4994280,2,4.5
4997179,18,4.94
5010911,38,4.84
5012100,344,4.94
5012971,9,3.78
5213429,23,4.91
5218960,0,4.812309491059147
5220801,1,5.0
5226870,27,4.89
5227607,45,4.8
5230400,14,4.79
5231207,75,4.63
5029206,144,4.9
5030949,70,4.91
5038093,1,4.0
5050565,7,4.86
5235449,99,4.98
5236395,50,4.92
5240882,162,4.66
5249877,11,4.91
5251487,41,4.88
5251510,26,4.88
5254831,94,4.99
5255723,134,4.64
5051022,15,5.0
5055579,195,4.83
5055766,125,4.86
5056180,14,4.86
5056621,177,4.81
5268389,15,5.0
5269209,91,4.78
5272425,10,5.0
5275359,167,4.88
5276709,88,4.76
5280679,0,4.812309491059147
5285438,159,4.75
5287587,1,5.0
5056696,235,4.84
5063349,1,5.0
5066898,146,4.79
5069813,32,4.78
5075717,29,4.97
5075790,26,5.0
5077628,35,4.82
5295540,16,5.0
5299138,166,4.73
5335807,15,4.87
5346785,1,5.0
5353986,1,4.0
5375457,52,4.85
5401544,153,4.8
5402875,459,4.94
5077672,1,5.0
5078691,0,4.812309491059147
5081215,82,4.74
5088701,16,4.63
5093778,37,4.49
5094190,27,4.93
5547350,73,4.66
5411959,10,4.2
5428621,110,4.99
5430206,7,5.0
5439975,13,4.77
5443438,12,4.67
5446095,3,5.0
5455725,73,4.95
5465697,33,4.82
5467221,0,4.812309491059147
5554583,1,5.0
5579581,14,5.0
5589055,0,4.812309491059147
5606630,100,4.76
5625558,15,4.93
5679613,5,4.6
5681819,8,4.38
5684986,161,4.73
5685723,0,4.812309491059147
5702638,28,4.93
5467331,54,4.76
5469946,7,3.71
5480945,34,4.88
5486614,19,4.89
5494517,103,4.94
5509062,34,4.82
5702647,25,4.92
5703125,2,5.0
5704321,8,4.88
5707961,11,4.91
5529860,19,4.95
5536594,113,4.84
6449680,155,4.73
6453494,177,4.85
6464482,193,4.94
6474496,0,4.812309491059147
6479659,14,5.0
6486300,28,4.96
5743502,14,4.64
5757334,110,4.73
5762295,194,4.67
5774499,25,4.56
5794726,4,5.0
5801336,1,5.0
5805801,19,5.0
6488862,107,4.52
6503046,267,4.71
6527807,6,4.33
6534505,0,4.812309491059147
6551488,15,4.8
6576200,65,4.92
6576432,8,4.88
5809429,33,4.58
5825304,3,4.67
5825749,4,5.0
5837343,105,4.92
5838620,6,4.67
5850890,33,5.0
5855591,0,4.812309491059147
6597468,135,4.7
6611816,2,5.0
6613457,4,4.5
6613566,9,5.0
6613696,11,4.82
6638706,41,5.0
6660383,11,4.73
6673810,86,4.91
6700121,22,4.82
5855792,2,5.0
5874459,180,4.76
5880058,34,4.62
5884710,55,4.62
5910321,7,4.86
6700194,26,4.81
6703845,0,4.812309491059147
6757790,234,4.83
6772797,0,4.812309491059147
6776847,0,4.812309491059147
6778016,5,4.8
6778993,56,4.75
6791663,0,4.812309491059147
6792157,153,4.99
5943149,30,4.37
5944850,5,4.8
5978346,43,4.67
5991852,0,4.812309491059147
6010028,3,4.0
6015793,168,4.88
6016527,1,5.0
6799395,202,4.82
6820673,35,5.0
6834721,0,4.812309491059147
6835820,136,4.88
6843088,196,4.8
6851867,1,4.0
6862473,10,4.8
6863623,2,5.0
6881900,30,4.83
6026202,134,4.81
6064724,147,4.93
6090488,0,4.812309491059147
6100696,261,4.69
6109607,9,5.0
6901513,465,4.82
6902646,15,5.0
6922924,16,4.56
6923853,9,4.56
6931316,103,4.98
6931497,110,4.95
6933471,67,4.97
6938002,158,4.78
6128209,160,4.91
6131102,9,4.78
6134094,74,4.85
6156900,113,4.66
6950530,1,5.0
7048656,0,4.812309491059147
7052493,13,4.85
7052988,4,5.0
7053520,63,4.75
7053762,10,4.7
7066791,84,4.81
7067902,10,4.6
6165607,4,5.0
6183618,32,4.59
6211077,60,4.97
6213958,17,4.71
6231448,110,4.75
7068425,88,4.93
7073927,100,4.68
7100391,40,4.75
7115027,2,5.0
7115731,0,4.812309491059147
7123787,56,4.84
7123967,0,4.812309491059147
7124520,7,4.86
7128551,83,4.93
7141030,105,4.64
7150393,13,4.92
6234152,0,4.812309491059147
6236084,165,4.82
6237372,8,4.63
6237405,16,4.75
6244473,187,4.79
6261422,12,4.83
6262789,7,4.86
6285952,122,4.85
7162238,74,4.88
7169188,61,4.59
7181113,20,4.95
7181409,0,4.812309491059147
7205236,1,5.0
7205412,72,4.97
7207823,23,4.83
7216322,27,5.0
7216807,30,4.87
6290833,0,4.812309491059147
6292377,14,5.0
6316110,4,4.75
6317024,129,4.7
6325356,8,4.0
7227107,14,4.79
7240684,268,4.98
7254091,0,4.812309491059147
7255104,5,5.0
7285108,163,4.69
7290147,42,4.55
7298414,0,4.812309491059147
7306615,33,4.85
6335642,63,4.95
6337058,24,4.67
6337853,9,5.0
6363158,0,4.812309491059147
6385283,141,4.93
6395911,22,4.41
7308325,28,4.64
7309882,11,5.0
7310255,1,4.0
7311228,1,3.0
7320047,74,4.84
7323234,0,4.812309491059147
44330684,35,5.0
7336571,8,4.88
7342274,93,4.63
6398887,30,4.93
6401577,9,4.89
6413568,6,4.67
6434655,297,4.83
6436269,147,4.78
8105018,16,4.75
7343449,10,4.6
7348366,22,4.73
7359740,99,4.92
7362857,13,4.54
7378388,11,4.55
7384792,21,4.38
7385178,4,4.0
8123466,4,5.0
8131186,0,4.812309491059147
8131697,16,4.88
8132450,4,5.0
8144437,295,4.54
8151310,3,4.67
8159662,78,4.9
8167706,11,4.64
7394622,3,5.0
7394910,10,4.6
7419823,19,4.58
7435530,0,4.812309491059147
7435773,149,4.89
8171172,20,4.85
8188414,66,4.86
8192802,0,4.812309491059147
8201688,1,5.0
8214856,3,4.33
8222178,8,4.0
8223923,5,4.6
8224596,0,4.812309491059147
8225995,80,4.56
7438489,5,5.0
7456783,11,4.27
7472642,171,4.95
7475917,82,4.59
7515255,1,4.0
7516091,28,4.46
7543414,193,4.92
7544993,32,4.41
7548040,105,4.92
8227920,15,4.93
8231856,2,5.0
8237240,0,4.812309491059147
8248933,2,5.0
7563022,3,5.0
7563733,2,4.5
7578378,110,4.72
7578684,33,4.64
7582616,2,5.0
7583220,43,4.91
7601163,162,4.94
7602966,20,4.65
8271662,3,4.67
8273189,4,5.0
8274063,3,5.0
8284193,72,4.93
8284316,225,4.89
7608916,146,4.79
7620294,0,4.812309491059147
7621313,279,4.84
7635170,62,4.79
7647995,1,3.0
7661437,0,4.812309491059147
7664317,4,4.25
7685931,10,4.9
7714837,56,4.54
8289341,3,5.0
8291819,162,4.91
8301175,9,4.56
8302345,172,4.95
8304159,28,4.93
7725388,71,4.7
7731324,22,4.91
7743269,1,4.0
7750026,21,4.38
7756567,12,5.0
7770078,284,4.91
8319458,47,4.21
8328434,0,4.812309491059147
8339217,0,4.812309491059147
8366392,230,4.8
8369602,0,4.812309491059147
8369683,10,5.0
8370836,138,4.77
8381628,34,4.88
8388975,0,4.812309491059147
7796470,38,4.76
7802852,61,4.59
7808662,2,5.0
7809167,34,4.88
7809318,88,4.91
7824100,103,4.97
7833575,51,4.94
8401221,17,4.53
8402220,15,5.0
8409929,19,4.68
8424695,27,4.81
8426395,0,4.812309491059147
8426809,131,4.98
8441006,16,4.94
8441750,29,5.0
7841907,27,4.48
7859720,26,4.31
7867697,91,4.73
7873549,85,4.98
7882841,60,4.72
8444563,8,4.63
8454123,25,4.68
8470726,71,4.97
7901824,0,4.812309491059147
7909738,241,4.87
7912618,32,4.59
7920552,58,4.95
7933051,0,4.812309491059147
7949620,5,5.0
7951479,25,4.6
7957886,7,4.86
7963841,47,4.94
8470978,5,5.0
8471269,115,4.92
8485893,11,4.91
8488307,122,4.84
8489194,87,4.76
8489203,313,4.77
8499916,195,4.79
7967745,1,5.0
7970833,35,4.89
7983509,174,4.81
7984063,18,4.72
7985514,90,4.96
7993143,195,4.81
7995967,137,4.47
8001426,46,4.98
8008363,0,4.812309491059147
8501192,197,4.88
8502279,96,4.97
8502444,0,4.812309491059147
8514041,6,5.0
8516364,11,4.82
8518227,36,5.0
8014049,115,4.64
8032307,77,4.79
8036606,0,4.812309491059147
8043327,1,5.0
8045391,31,4.77
8052927,43,4.86
8063607,92,4.99
8065366,9,4.89
8071046,2,5.0
8088191,186,4.91
8518661,35,4.77
8520002,108,4.81
8520548,93,4.86
8520623,50,4.6
8522073,66,4.79
8530917,7,4.86
8712459,115,4.86
8716271,41,4.83
8716844,15,4.93
8719471,2,5.0
8721759,17,4.82
8731783,17,4.88
8731808,0,4.812309491059147
8741518,15,4.6
8539291,0,4.812309491059147
8540100,54,4.61
8546955,7,4.57
8552885,93,4.84
8563413,0,4.812309491059147
8741742,46,4.59
8754996,19,4.95
8759956,25,5.0
8779679,42,4.95
8780421,34,4.59
8781377,52,4.87
8781522,23,4.39
8581798,2,5.0
8593389,34,4.82
8610927,5,4.4
8613499,26,4.65
8629526,164,4.93
8782487,0,4.812309491059147
8784059,78,4.97
8793545,187,4.87
8796046,205,4.88
8816092,182,4.62
8822498,10,4.8
8829214,239,4.95
8645077,0,4.812309491059147
8649086,6,4.83
8650201,0,4.812309491059147
8678870,0,4.812309491059147
8831119,81,4.68
8839211,1,4.0
8847856,18,5.0
8855998,23,4.7
8861501,11,4.45
8868531,69,4.75
8874821,40,4.78
8878529,12,5.0
8680041,0,4.812309491059147
8703098,0,4.812309491059147
9227002,27,4.78
9236455,0,4.812309491059147
9239235,40,5.0
9246392,1,5.0
9247374,53,4.94
9258479,91,4.6
9258874,0,4.812309491059147
8884882,16,4.75
8885162,9,4.78
8904127,20,4.6
8905167,1,5.0
8906882,10,4.7
8913571,122,4.84
8918195,62,4.89
8924302,116,4.8
8933942,2,5.0
9258987,101,4.9
9269645,19,4.95
9279565,20,3.95
9279629,0,4.812309491059147
9286541,119,4.97
9292855,2,4.5
9295102,3,4.67
9296889,35,4.83
9299503,13,5.0
9299738,9,5.0
8934828,71,4.72
8935958,52,4.56
8954715,1,5.0
8961053,30,4.7
8968845,44,4.91
8972171,2,3.5
8981357,188,4.73
8982621,0,4.812309491059147
9306006,0,4.812309491059147
9310358,47,4.85
9316004,105,4.88
9322608,12,4.25
9327435,0,4.812309491059147
9328358,71,4.96
9332647,0,4.812309491059147
9337617,40,4.58
8993247,133,4.94
9000442,2,5.0
9004757,9,4.89
9008989,4,5.0
9009131,9,4.89
9025011,121,4.83
9026654,24,4.75
9337896,23,4.43
9352441,0,4.812309491059147
9365754,79,4.68
9391058,117,4.99
9392004,0,4.812309491059147
9399063,4,5.0
9402047,18,4.94
9029107,150,4.83
9048402,0,4.812309491059147
9049668,29,4.86
9056870,1,5.0
9063383,39,4.97
9064351,3,5.0
9064452,10,4.4
9074422,238,4.82
9406783,225,4.96
9074427,13,4.77
9077795,52,4.92
9091241,0,4.812309491059147
9092306,31,5.0
9095057,13,5.0
9101672,31,4.42
9407516,16,4.63
9434187,70,4.83
9435652,168,4.84
9444998,21,4.76
9469127,202,4.77
9471792,4,4.0
9474338,104,4.71
9475980,6,4.67
9105160,12,5.0
9105748,77,4.92
9106865,2,4.0
9109484,39,4.95
9110002,0,4.812309491059147
9110895,1,5.0
9113342,0,4.812309491059147
9115960,140,4.78
9116209,16,4.94
9133562,16,4.88
9477367,1,5.0
9487865,14,4.79
9489489,3,5.0
9493577,231,4.94
9135525,60,4.93
9145813,0,4.812309491059147
9147127,158,4.89
9148518,24,4.92
9160693,15,4.93
9493666,119,4.91
9494941,38,4.79
9506012,113,4.6
9189605,12,4.75
9192648,0,4.812309491059147
9193844,18,5.0
9195667,0,4.812309491059147
9198768,2,4.5
9205886,226,4.75
9206396,0,4.812309491059147
9210672,17,4.82
9211947,120,4.78
9507540,2,5.0
9508710,30,4.93
9512518,3,4.67
9513618,35,4.97
9526675,0,4.812309491059147
9537634,46,4.91
9541029,1,5.0
9542855,61,4.85
9549419,13,5.0
9555504,2,4.5
9693021,15,4.93
9696438,54,4.83
9696990,60,4.73
9697411,1,5.0
9702863,77,4.9
9704463,222,4.96
9712288,0,4.812309491059147
9712990,0,4.812309491059147
9714248,11,5.0
9562306,14,4.93
9563814,0,4.812309491059147
9583826,122,4.82
9590078,43,4.67
9590320,196,4.92
9594137,249,4.84
9722842,26,4.85
9727648,0,4.812309491059147
9729200,6,4.83
9734007,19,4.68
9735874,6,4.83
9746182,45,4.98
9748445,0,4.812309491059147
9749941,13,4.77
9595322,0,4.812309491059147
9595491,187,4.89
9602983,0,4.812309491059147
9611517,1,4.0
9612065,0,4.812309491059147
9613800,230,4.72
9750464,0,4.812309491059147
9757432,10,4.3
9758516,2,5.0
9763255,0,4.812309491059147
9764483,43,4.95
9770344,0,4.812309491059147
9772790,4,4.75
9772868,59,4.66
9773614,51,4.41
9625523,224,4.94
9628698,10,5.0
9641228,4,4.5
9642367,185,4.93
9775007,16,4.81
9790160,3,4.0
9792272,6,5.0
9792522,1,4.0
9793472,370,4.98
9804429,1,4.0
9804617,99,4.74
9806772,10,4.6
9644310,0,4.812309491059147
9658481,3,5.0
9664779,4,5.0
9665755,0,4.812309491059147
9666961,5,4.6
9672192,147,4.39
9675368,9,4.89
9678583,5,5.0
9678610,0,4.812309491059147
10019904,1,4.0
10020384,0,4.812309491059147
10020979,28,4.79
10029515,0,4.812309491059147
9814102,15,4.6
9816814,3,4.67
9818121,0,4.812309491059147
9825096,62,4.97
9825881,0,4.812309491059147
9826058,0,4.812309491059147
9836783,0,4.812309491059147
9841294,3,5.0
9844789,69,4.75
10030512,213,4.92
10033028,206,4.95
10034304,10,4.6
10035945,240,4.85
10038496,178,4.83
10039649,4,4.5
10048102,59,4.56
9851666,0,4.812309491059147
9853331,259,4.74
9853431,2,4.5
9859545,5,4.6
9860862,53,4.92
9861834,409,4.81
9863483,70,4.94
9863894,136,4.79
10056813,29,4.79
10065203,0,4.812309491059147
10065255,0,4.812309491059147
10065323,0,4.812309491059147
10072027,3,4.33
10074154,44,4.89
9865815,1,5.0
9872638,3,3.33
9872782,0,4.812309491059147
9873225,7,4.86
9873616,1,3.0
9874229,1,5.0
9878322,57,4.95
9885334,21,4.71
9886094,156,4.96
10075043,0,4.812309491059147
10096407,4,5.0
10098310,68,4.87
10098987,203,4.92
10102659,144,4.88
10104228,223,4.87
9888743,9,4.33
9894389,7,5.0
9904315,193,4.92
9906156,219,4.91
9906989,29,4.97
9914690,10,4.7
10105237,16,4.69
10110618,11,4.64
10120106,0,4.812309491059147
10121866,19,4.79
10133468,29,4.38
10135020,15,5.0
9917676,1,5.0
9918325,5,5.0
9922945,175,4.93
9934813,126,4.64
9935612,162,4.9
9940113,55,4.58
9949905,73,4.77
9950910,1,5.0
10137801,5,5.0
10148897,2,4.0
10151051,0,4.812309491059147
10152560,454,4.84
10170338,3,5.0
10170491,126,4.94
10171325,0,4.812309491059147
10172742,0,4.812309491059147
10175849,23,4.78
9952483,2,4.0
9954216,195,4.52
9957485,81,4.81
9964602,104,4.82
9971237,0,4.812309491059147
9974393,9,5.0
9976637,2,5.0
9984074,28,4.75
9985464,222,4.78
10182064,159,4.87
10183798,151,4.99
10184012,0,4.812309491059147
10186302,24,4.92
10187000,35,4.71
10190506,21,4.86
10199343,36,4.97
10199412,29,4.86
10201428,1,5.0
9985623,94,4.98
9985669,28,4.86
9987200,206,4.89
9989703,17,4.82
9993627,21,4.81
9994189,169,4.8
9995799,10,5.0
10205937,0,4.812309491059147
10210314,6,4.83
10219661,41,4.66
10221645,0,4.812309491059147
10223223,100,4.89
10223731,19,4.95
10225739,0,4.812309491059147
10231588,60,4.83
10389671,16,4.94
10389984,0,4.812309491059147
10396345,0,4.812309491059147
10399126,3,4.0
10399958,2,5.0
10400511,18,5.0
10406521,2,4.0
10234880,86,4.87
10242364,197,4.81
10248192,47,4.89
10248490,9,5.0
10261163,13,4.31
10264100,24,5.0
10266885,170,4.76
10411602,65,4.92
10412395,19,4.84
10413043,82,4.89
10434922,8,4.75
10435437,0,4.812309491059147
10436065,1,5.0
10437802,0,4.812309491059147
10437981,0,4.812309491059147
10445287,6,4.67
10267305,40,4.63
10279219,7,4.71
10279456,3,4.67
10291584,66,4.88
10305027,216,4.68
10306767,12,4.75
10306879,0,4.812309491059147
10308621,7,5.0
10334986,10,4.8
10449766,4,5.0
10455695,1,5.0
10458304,7,4.71
10465383,4,5.0
10467383,0,4.812309491059147
10487811,35,4.94
10487878,24,4.92
10338985,37,5.0
10348643,23,4.61
10363406,51,4.94
10373643,47,4.79
10496205,9,4.89
10497568,38,4.34
10497780,43,4.81
10510333,78,4.74
10510378,9,5.0
10510479,1,5.0
10510784,237,4.99
10377033,4,5.0
10379006,0,4.812309491059147
10380750,14,4.86
10380943,0,4.812309491059147
10381048,54,4.83
10381283,27,4.59
10381879,50,4.7
10386011,0,4.812309491059147
53463762,5,5.0
10515480,0,4.812309491059147
10516803,103,4.44
10518684,23,4.87
10523705,1,5.0
10534280,397,4.92
10537196,9,4.89
10542749,0,4.812309491059147
10543662,16,4.69
10547073,7,5.0
10548128,348,4.81
10724426,17,4.88
10728624,8,4.5
10728663,316,4.81
10729473,162,4.99
10730455,710,4.87
10740337,89,4.92
10548789,0,4.812309491059147
10549187,2,5.0
10559664,0,4.812309491059147
10560766,0,4.812309491059147
10563225,6,5.0
10571439,76,4.92
10571556,0,4.812309491059147
10572295,0,4.812309491059147
10586523,11,5.0
10742845,4,5.0
10744466,92,4.89
10745276,116,4.92
10588319,9,4.67
10588798,2,5.0
10594743,16,4.88
10595732,193,4.83
10596430,135,4.71
10597753,166,4.72
10609837,2,3.5
10610369,1,2.0
10746705,2,5.0
10751409,307,4.94
10751576,75,4.89
10751633,0,4.812309491059147
10758784,3,5.0
10760452,1,5.0
10761293,1,5.0
10611573,6,4.67
10612818,84,4.76
10612963,58,4.74
10624371,16,5.0
10626211,191,4.64
10629272,34,4.82
10630008,15,4.87
10761338,0,4.812309491059147
10766617,250,4.97
10770468,0,4.812309491059147
10771230,0,4.812309491059147
10775683,183,4.97
10779873,23,4.96
10780614,0,4.812309491059147
10782539,0,4.812309491059147
10631556,88,4.98
10633348,67,4.64
10644190,9,4.89
10644593,31,4.61
10657701,12,4.75
10657829,4,5.0
10657901,0,4.812309491059147
10784139,4,5.0
10784676,0,4.812309491059147
10785621,0,4.812309491059147
10786191,1,5.0
10787054,154,4.87
10801586,0,4.812309491059147
10664808,0,4.812309491059147
10670624,35,4.74
10671834,21,4.52
10675163,1,5.0
10678925,38,5.0
10680610,12,5.0
10681037,1,5.0
10693000,0,4.812309491059147
10694347,0,4.812309491059147
10802842,53,4.98
10806472,7,4.86
10809296,51,4.92
10809394,428,4.96
10809775,91,4.74
10810099,136,4.94
10810298,33,5.0
10810351,57,4.7
10703114,49,4.78
10706345,3,5.0
10718429,17,4.65
10719934,0,4.812309491059147
10720438,13,4.69
10720790,63,4.83
10982521,55,4.91
10982864,64,4.72
10983411,0,4.812309491059147
10983906,161,4.78
10812651,0,4.812309491059147
10812803,18,4.72
10818154,0,4.812309491059147
10819387,0,4.812309491059147
10819846,44,4.64
10821061,1,5.0
10822124,1,5.0
10822636,1,5.0
10825240,4,4.75
10983914,105,4.63
10984513,0,4.812309491059147
10984938,0,4.812309491059147
10985535,15,4.93
10986866,80,4.71
10988183,392,4.71
10989512,71,4.86
10991484,214,4.92
10827501,90,4.69
10829199,0,4.812309491059147
10830385,0,4.812309491059147
10992328,28,4.93
10992808,0,4.812309491059147
10995689,68,4.87
11001037,2,4.0
11001331,1,3.0
11003843,16,4.81
11007526,77,4.91
11011200,262,4.85
10836394,264,4.9
10836792,4,4.75
10837127,379,4.9
10838623,17,5.0
10846773,1,5.0
10846794,102,4.83
10847371,11,5.0
10848493,20,4.45
10848554,25,4.8
11015689,0,4.812309491059147
11016372,6,5.0
11018889,14,4.93
11019374,60,4.87
11020084,47,4.96
11020104,188,4.69
11020590,328,4.88
11020597,59,4.81
11020663,37,4.92
10851272,100,4.84
10854760,2,5.0
10861088,2,3.5
10871295,0,4.812309491059147
10872696,74,4.81
11021229,20,4.8
11021520,36,4.64
11029265,45,5.0
11030493,0,4.812309491059147
11030662,4,5.0
11031580,7,4.86
11031871,63,4.71
11036477,1,5.0
10874289,30,4.77
10879750,42,4.88
10882307,0,4.812309491059147
10883516,0,4.812309491059147
10886529,0,4.812309491059147
10886966,50,4.9
11037099,167,4.84
11037570,6,5.0
11037599,92,4.82
11040423,4,5.0
11041586,21,4.81
11044098,26,4.81
11051931,11,4.27
11053258,0,4.812309491059147
11053662,0,4.812309491059147
10893992,419,4.93
10896807,16,4.94
11054380,6,4.83
11060579,18,5.0
11068448,183,4.75
11085173,17,4.82
11085228,217,4.88
11085641,7,5.0
11086914,19,4.74
11096463,0,4.812309491059147
11101567,0,4.812309491059147
10897082,4,4.5
10902059,6,5.0
10908039,56,4.84
10908881,121,4.6
10909621,116,4.81
10914154,0,4.812309491059147
10918827,163,5.0
11122439,5,4.8
11131495,10,4.6
11152355,78,4.92
11165348,82,4.84
11178084,46,4.65
